Sht	Row	NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
1	19	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Cabbage	"Diamond back-moth, cabbage moth, worm"
1	20	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Beans	"Pod borer, beanfly, leafminer, aphids, cutworm"
1	21	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Tomato	"Tomato fruitworm, aphids, beetle"
1	22	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Watermelon	"Aphids, thrips, beetle"
1	23	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Onion	"Thrips, cutworm"
1	24	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Banana	"Thrips, scarring beetle"
1	25	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Cotton	"Bollworm, cutworm, leafworm, aphids, leafhopper, thrips, bollweevil"
1	26	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Tobacco	"Budworm, cutworm, aphids, thrips"
1	27	"BERRIS AGRICULTURAL CO., INC."	CYPERMETHRIN	ZOOM 5 EC	50 g/L	EC	INSECTICIDE	4	233-037-0959	28-12-22	CONTACT	Corn	"Cornborer, earworm"
1	28	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Cabbage	"Diamond-back moth, cabbage moth, cabbage worm aphids"
2		NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
2	1	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Wongbok	"Diamond-back moth, cabbage moth, cabbage worm aphids"
2	2	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Pechay	"Looper, cutworm, aphids"
2	3	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Onion	"Thrips, cutworm"
2	4	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
2	5	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, aphids, tuber moth, leafminer"
2	6	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Mango	Leafhopper
2	7	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
2	8	FIRST PLANTERS AGRI-SOLUTION INC.	CARTAP HYDROCHLORIDE	ZOMBIE 50 SP	500 g/L	SP	INSECTICIDE	3	682-106-5596	26-06-23	SYSTEMIC	Garlic	"Thrips, cutworm"
2	9	"ENVIREAU PACIFIC INC,"	NATAMYCIN	ZIVION P	10 g/L	SL	FUNGICIDE	4	503-496-4634	24-01-25		Pineapple	Butt molds
2	10	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Citrus	Annual and Perennial broadleaves and grasses
2	11	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Coffee	Annual and Perennial broadleaves and grasses
2	12	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Cotton	Annual and Perennial broadleaves and grasses
2	13	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Sugarcane	Annual and Perennial broadleaves and grasses
2	14	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Pineapple	Annual and Perennial broadleaves and grasses
2	15	"zHENGBANG CROP PROTECTION(PHILIPPINE) INC."	DIURON	ZIPPY 800 WP	800 g/Kg	WP	HERBICIDE	4	667-021-5144	02-07-23	SYSTEMIC	Non-crop land	Annual and Perennial broadleaves and grasses
2	16	"BAYER CROPSCIENCE, INC."	ZINC PHOSPHIDE	ZINC PHOSPHIDE 80 DP	800 g/Kg	DP	RODENTICIDE	2	284-173-0390	28-10-20		-	"Field rats,mice and other harmful rodents"
2	17	"BERRIS AGRICULTURAL CO., INC."	CARBENDAZIM	ZIMMER 500 SC	500 g/L	SC	FUNGICIDE	4	233-267-3194	06-09-22	SYSTEMIC	Mango	Anthracnose
2	18	"BERRIS AGRICULTURAL CO., INC."	CARBENDAZIM	ZIMMER 500 SC	500 g/L	SC	FUNGICIDE	4	233-267-3194	06-09-22	SYSTEMIC	Cucurbits	Downy mildew
2	19	"BERRIS AGRICULTURAL CO., INC."	CARBENDAZIM	ZIMMER 500 SC	500 g/L	SC	FUNGICIDE	4	233-267-3194	06-09-22	SYSTEMIC	Garden Peas (Legumes)	Powdery milew
2	20	"BERRIS AGRICULTURAL CO., INC."	CARBENDAZIM	ZIMMER 500 SC	500 g/L	SC	FUNGICIDE	4	233-267-3194	06-09-22	SYSTEMIC	Sugarcane	Pineapple disease
2	21	"BERRIS AGRICULTURAL CO., INC."	CARBENDAZIM	ZIMMER 500 SC	500 g/L	SC	FUNGICIDE	4	233-267-3194	06-09-22	SYSTEMIC	Banana	"Diamond fruit spot, anthracnose"
2	22	EZERTECH CORPORATION	CARBENDAZIM	ZIMIO 500 SC	500 g/L	SC	FUNGICIDE	4	648-267-4927	04-10-22	SYSTEMIC	Mango	Anthracnose
2	23	EZERTECH CORPORATION	CARBENDAZIM	ZIMIO 500 SC	500 g/L	SC	FUNGICIDE	4	648-267-4927	04-10-22	SYSTEMIC	Cucurbits	Downy mildew
2	24	EZERTECH CORPORATION	CARBENDAZIM	ZIMIO 500 SC	500 g/L	SC	FUNGICIDE	4	648-267-4927	04-10-22	SYSTEMIC	Garden Peas (Legumes)	Powdery milew
2	25	EZERTECH CORPORATION	CARBENDAZIM	ZIMIO 500 SC	500 g/L	SC	FUNGICIDE	4	648-267-4927	04-10-22	SYSTEMIC	Sugarcane	Pineapple disease
2	26	EZERTECH CORPORATION	CARBENDAZIM	ZIMIO 500 SC	500 g/L	SC	FUNGICIDE	4	648-267-4927	04-10-22	SYSTEMIC	Banana	"Diamond fruit spot, anthracnose"
2	27	AGWAY CHEMICALS CORPORATION	CARBENDAZIM	ZIMCOTE 500 SC	500 g/Kg	SC	FUNGICIDE	4	075-267-4225	17-01-24	SYSTEMIC	Mango	Anthracnose
2	28	AGWAY CHEMICALS CORPORATION	CARBENDAZIM	ZIMCOTE 500 SC	500 g/Kg	SC	FUNGICIDE	4	075-267-4225	17-01-24	SYSTEMIC	Cucurbits	Downy mildew
3		NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
3	1	AGWAY CHEMICALS CORPORATION	CARBENDAZIM	ZIMCOTE 500 SC	500 g/Kg	SC	FUNGICIDE	4	075-267-4225	17-01-24	SYSTEMIC	Garden Peas (Legumes)	Powdery milew
3	2	AGWAY CHEMICALS CORPORATION	CARBENDAZIM	ZIMCOTE 500 SC	500 g/Kg	SC	FUNGICIDE	4	075-267-4225	17-01-24	SYSTEMIC	Sugarcane	Pineapple disease
3	3	AGWAY CHEMICALS CORPORATION	CARBENDAZIM	ZIMCOTE 500 SC	500 g/Kg	SC	FUNGICIDE	4	075-267-4225	17-01-24	SYSTEMIC	Banana	"Diamond fruit spot, anthracnose"
3	4	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Mango	"Leafhopper, twig borer, tip borer, fruit fly"
3	5	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Rice	"Green leafhopper, brown planthopper, white-backed planthopper,leaffolder, stem borer, armyworm, rice bug"
3	6	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Cabbage	"Diamond back-moth, cabbage moth, worm"
3	7	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Beans	"Pod borer, beanfly, leafminer, aphids, cutworm"
3	8	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Tomato	"Tomato fruitworm, aphids, beetle"
3	9	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Watermelon	"Aphids, thrips, beetle"
3	10	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Onion	"Thrips, cutworm"
3	11	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Banana	"Thrips, scarring beetle"
3	12	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Cotton	"Bollworm, cutworm, leafworm, aphids, leafhopper, thrips, bollweevil"
3	13	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Tobacco	"Budworm, cutworm, aphids, thrips"
3	14	ONEGRAIN MARKETING CORPORATION	CYPERMETHRIN	ZIBAT 5 EC	50 g/L	EC	INSECTICIDE	4	723-037-5819	17-03-23	CONTACT	Corn	"Cornborer, earworm"
3	15	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	"Glyphosate tolerantcorn"	"Annual & perennial grasses, broadleaf weeds & sedges"
3	16	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Mango	"Annual & perennial grasses, broadleaf weeds & sedges"
3	17	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Banana	"Annual & perennial grasses, broadleaf weeds & sedges"
3	18	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Coffee	"Annual & perennial grasses, broadleaf weeds & sedges"
3	19	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Cacao	"Annual & perennial grasses, broadleaf weeds & sedges"
3	20	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Rubber	"Annual & perennial grasses, broadleaf weeds & sedges"
3	21	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Oil palm	"Annual & perennial grasses, broadleaf weeds & sedges"
3	22	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Citrus	"Annual & perennial grasses, broadleaf weeds & sedges"
3	23	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Coconut	"Annual & perennial grasses, broadleaf weeds & sedges"
3	24	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Sugarcane	"Annual & perennial grasses, broadleaf weeds & sedges"
3	25	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	Vegetables	"Annual & perennial grasses, broadleaf weeds & sedges"
3	26	LTC MORITA CORPORATION	GLYPHOSATE IPA	ZIAH 480 SL	480 g/L	SL	HERBICIDE	4	679-151-5318	27-10-23	POST-EMERGENT	non-crop	"Annual & perennial grasses, broadleaf weeds & sedges"
3	27	"LEADS AGRICULTURAL PRODUCTSCORPORATION"	PROPYRISULFURON	ZETA-ONE	100 g/L	SC	HERBICIDE	4	099-441-3228	09-12-22		Rice (Direct-Seeded)	"Grasses (E. colona & E. crusgalli) Broadleaves (L. octavalvis & S.zeylanica) Sedges (C. Difformis & C. Iria)"
3	28	"LEADS AGRICULTURAL PRODUCTSCORPORATION"	PROPYRISULFURON	ZETA-ONE	100 g/L	SC	HERBICIDE	4	099-441-3228	09-12-22		Rice (Transplanted)	"Grasses (E. colona & E. crusgalli) Broadleaves (L. octavalvis & S.zeylanica) Sedges (C. Difformis & C. Iria)"
4		NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
4	1	SUMITOMO CHEMICAL PHILIPPINES INC.	PROPYRISULFURON	ZETA ONE	100 g/L	SC	HERBICIDE	4	472-441-3212	20-09-22		Rice (Direct-Seeded)	"Grasses (E. colona & E. crusgalli) Broadleaves (L. octavalvis & S.zeylanica) Sedges (C. Difformis & C. Iria)"
4	2	SUMITOMO CHEMICAL PHILIPPINES INC.	PROPYRISULFURON	ZETA ONE	100 g/L	SC	HERBICIDE	4	472-441-3212	20-09-22		Rice (Transplanted)	"Grasses (E. colona & E. crusgalli) Broadleaves (L. octavalvis & S.zeylanica) Sedges (C. Difformis & C. Iria)"
4	3	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Mungbeans	"Powdery mildew, cercospora leaf spot"
4	4	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Beans	"Powdery mildew, cercospora leaf spot"
4	5	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Cabbage	Cercospora leaf spot
4	6	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Calamansi	Scab
4	7	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Cucumber	Powdery mildew
4	8	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Ginger	Cercospora leaf spot
4	9	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Grapes	Powdery mildew
4	10	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Mandarin	Scab
4	11	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Mango	"Anthracnose, powdery mildew"
4	12	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Melon	Powdery mildew
4	13	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Orange	Scab
4	14	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Papaya	Powdery mildew
4	15	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Pepper	Cercospora leaf spot
4	16	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Rice	"Blast, sheath blight"
4	17	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Strawberry	Cercospora leaf spot
4	18	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Tobacco	"Leaf mold, frog eye"
4	19	GRANDIA AGRO MARKETING CORPORATION	BENOMYL	ZERIN 50 WP	500 g/Kg	WP	FUNGICIDE	4	445-167-3345	28-10-23	SYSTEMIC	Banana	Black sigatoka
4	20	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Rice	"Whorl maggots, stemborer, green leafhopper, brown planthopper"
4	21	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Wongbok	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
4	22	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Cabbage	"Diamond-back moth, aphids, cabbage moth, cabbage worm"
4	23	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Cucurbits	"Thrips, leafworm, squash beetle, aphids, flea beetle"
4	24	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Garlic	"Thrips, cutworm"
4	25	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Onion	"Thrips, cutworm"
4	26	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Potato	"Thrips, cutworm, leafhopper, tuber moth, aphids and leafminer"
4	27	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Mango	leafhoppers
4	28	"ZEAL ECOLOGICAL NATURE (ZENCOR)CORPORATION"	CARTAP HYDROCHLORIDE	ZENTAP 50 SP	500 g/Kg	SP	INSECTICIDE	3	575-106-3304	02-07-22	SYSTEMIC	Pechay	"looper, cutworm, aphids"
5		NAME OF COMPANY	ACTIVE INGREDIENT	PRODUCT NAME	CONCENTRATION	FORMULATION TYPE	USE/S	TOXICITY CATEGORY	REGISTRATION NO.	EXPIRY DATE	MODE OF ENTRY	CROPS	PESTS / WEEDS / DISEASES
5	1	EZERTECH CORPORATION	DIAZINON	ZENON 60 EC	600 g/L	EC	INSECTICIDE	2	648-034-5543	21-09-24	CONTACT	Rice	"Whorl maggot, stemborer, leaffolder, planthopper, rice bug"
